user_name,rating,review_text,date,label,sentiment,teks_preprocessing
Riuzy Nur Rohim,1,"payah, biaya pelayanan naik tapi pelayanan buruk sekali, driver gofood semena mena nganterinnya ngga sat set kaya shopeefood. goride suka ngecancel juga kalau bayar pakai gopay.",2024-02-06 20:23:16,0,NEGATIF,payah biaya layan layan buruk driver gofood semena mena nganterinnya sat set kaya shopeefood goride suka ngecancel bayar pakai gopay
Medy Putri,3,"go ride ok, go food harganya ga wajar, semakin kesini, semakin ditambah biaya ini biaya itu... belanja 12 bayar bisa 40an",2024-02-06 14:24:01,0,NEGATIF,go ride go food harga wajar kesini tambah biaya biaya belanja bayar an
Silvia Silvia,4,"Kenapa aku masukin kode promo goride udah sukses tpi vocer promonya gada???? Aku udah cba update masin tetap sma, udah hpus download bbrapa kli tapi tetap sama, kenapa ya?? Apakah eror tpi cba punya temen mah gada masalah apa²",2024-02-05 20:51:51,0,NEGATIF,masuk kode promo goride sukses vocer promonya gada cba update masin sma hpus download bbrapa kli eror cba teman mah gada apa
Muhammad Nazril ilham,5,"Hallo gojek , saya pengguna gojek dari tahun 2020 dan saya sangat senang sekali dengan app tersebut karena saya sering mendapatkan voucher goride untuk menjadi agak lebih murah dari biasanya jadi terimakasih gojek atas jasa jasa mu. Thanks 😘🥰",2024-02-05 05:26:45,1,POSITIF,hallo gojek guna gojek senang app voucher goride murah terimakasih gojek jasa jasa mu terima kasih
ngakak gaming,1,"Aplikasi tolol, kalau persen goride, di kasih driver yang jauh, sekeliling banyak, di ambilin dari Korea Utara, perkiraan 6 menit, ditunggu 30 menit gak sampai, update lokasi driver juga gak jelas,",2024-02-04 21:44:34,0,NEGATIF,aplikasi tolol persen goride kasih driver keliling ambil korea utara kira menit tunggu menit update lokasi driver
Jembutlebat0711,3,"Gojek makin kesini drivernya makin lambat, saya mesen goride kmrn karna lama saya cancel si drivernya marah²ke saya... skrng saya mau pesen gofood lama banget udh brp jam saya nunggu?kalo bisa lebih diperbaiki lagi driver²nya terimksh",2024-02-04 21:04:14,0,NEGATIF,gojek kesini drivernya lambat mesen goride kemarin batal si drivernya marah ke pesan gofood banget jam nunggu kalo baik driver nya terimksh
Ompong Kemet,1,"Pesan goride nunggu lama bgt padahal yg terdekat ada sekalinya dapet driver paling jauh alhasil nunggu lama ,sama jalan yg sudah ditutup permanen sama google map di gojek Masi kebaca jalan Masi bisa dilewatin ,,jgn cari jalan pintas klo hasil y bikin lama sampai tujuan yg tadinya 1 jam sampai hari makan waktu lama driver harus puter balik jalan gak bisa dilewatin di tutup beton ingat aplikasi tanpa ada driver gak bisa jalan jangan bodoh",2024-02-03 10:05:02,0,NEGATIF,pesan goride tunggu banget dekat sekali driver alhasil tunggu jalan tutup permanen google map gojek mas baca jalan mas dilewatin jgn cari jalan pintas hasil bikin tuju jam makan driver puter jalan dilewatin tutup beton aplikasi driver jalan bodoh
Bang Acid,4,"Disolok sdh ada gojek kenapa ga BS pesen goride ke tanjung bingkung ,dan belum ada gocar kepadang atau bukit tinggi.Kalau apk kehapus dan nmr hp hilang mau login lagi susah ga bisa2 padahal kan ada email saya buat verivikasi.",2024-02-02 22:33:51,0,NEGATIF,solok gojek pesan goride tanjung bingkung gocar padang bukit apk hapus nomor hp hilang login susah email verivikasi
Deru R Indika,3,"Sudah tahun 2024, ternyata masih sama, Go club tinggi tidak menjamin prioritas pesanan, layanan aplikasi hanya berjalan bagus selain di Kota Bandung, karena di kota Bandung Go Ride tidak berfungsi ketika subuh, macet, atau hujan, tidak ada mitra driver yang akan melayani. Gunakan Grab, Maxim atau aplikasi lain disaat tersebut",2024-02-02 19:32:13,0,NEGATIF,go club jamin prioritas pesan layan aplikasi jalan bagus kota bandung kota bandung go ride fungsi subuh macet hujan mitra driver layan grab maxim aplikasi saat
Ariefyan Kosasih,5,Mantap..tingkatkan lagi promo nya ya...tingkat kan promo goride nya... Ini masih kurang untuk goride nya..terima kasih,2024-02-01 10:10:34,1,POSITIF,mantap tingkat promo nya tingkat promo goride nya goride nya terima kasih
Kyt C7,1,Order goride susah bgt dapet driver kalau garimis di solo Gofood sekarang bisa 1 jam lebih makamana baru Dateng Dan kalau hujan malah gak dapat driver,2024-03-30 22:35:02,0,NEGATIF,order goride susah banget driver garimis solo gofood jam makamana hujan driver
Gigih Wisnu,1,"Ridernya pada malesan terutama daerah Bandung, bojongsoang dst. Jalan juga g apal + suka nyasar g jelas. Aneh",2024-03-30 18:14:06,0,NEGATIF,ridernya malesan daerah bandung bojongsoang jalan apal suka nyasar aneh
Kinoz Maharis,1,Aplikasi makin tolol...pesan goride yg muncul dan datang gocar,2024-03-28 18:12:48,0,NEGATIF,aplikasi tolol pesan goride muncul gocar
Brahma Satria Pambudi Handityo,1,"Kata kata ""tunggu sebentar"" di pemesanan goride itu sebenarnya gunanya apa ya kalo nyari driver di tempat ramai aja sampai 20 menit lebih?? Sudah dapat driver sampai 6x pun mereka menolak orderan saya Uselless aplikasinya.",2024-03-28 15:29:39,0,NEGATIF,tunggu sebentar mesan goride guna iya cari driver ramai menit driver tolak order uselless aplikasi
alloy soerbakti,5,"Pilih karyawan yg bener ya Masak pesan go ride udah lama nunggu gak datang2 juga,gak ada kabar juga Kecewa sama gojek",2024-03-26 16:32:37,0,NEGATIF,pilih karyawan iya masak pesan go ride tunggu gak kabar kecewa gojek
Yogi Purnama,2,Tolong min saya pesan goride buat jemput anak lihat di map sudah sampai ko tiba² harus menunggu 2 menit ternyata goridenya dialihkan saya kaget kalau bisa driver kalau nerima pesanan jangan bisa dialihkan ke driver lain bikin was² kasian ke driver ke dua,2024-03-26 14:36:02,0,NEGATIF,min pesan goride jemput anak lihat map ko tiba tunggu menit goridenya alih kaget driver nerima pesan alih driver bikin was kasi driver
Hasnaa 393,2,Kenapa nggak bisa tukar voucher gorideaja??? sudah ditukar bilangnya berhasil tapi di cek di halaman voucher ngga ada sama sekali voucher nya... kosongg,2024-03-25 05:07:11,0,NEGATIF,tukar voucher gorideaja tukar bilang hasil cek halaman voucher voucher nya kosongg
Ferdo Sembiring,1,"Kalau terima rider seleksi dulu lah, setiap naik gojek rider-nya emosian Mulu.",2024-03-24 15:18:10,0,NEGATIF,terima rider seleksi gojek rider nya emosi mulu
min yoongi,5,Mantap kali pokoknya. Sering2 kasih kupon diskon ya. Saran : tolong buatkan paket langganan buat goride dan gocar dong. Lumayan buat langganan pulang pergi kerja,2024-03-24 11:44:50,1,POSITIF,mantap kali pokok kasih kupon diskon saran buat paket langgan goride gocar lumayan langgan pulang pergi kerja
adi prayogo,1,"Ini kenapa ya ? Saya pesan go ride tiba2 di cancel dan saldo saya berkurang , tapi waktu di check di riwayat dan benar di cancel tp saldo 0 bagaimana ini?",2024-03-22 22:48:34,0,NEGATIF,iya pesan go ride batal saldo kurang check riwayat batal saldo
Siti Rahma Nurfauziyah,1,Gojek kebangetan pesan goride dapetnya jauh amat driver nya.kita sebagai pengguna jasa keberatan harus nunggu dengan waktu yang lama.mana ga bisa cancel ordernya.karena saya belum sama driver tapi notifikasi nya sedang jalan sama driver.tau dapetnya jauh mending pake si Indri ongkosnya lebih murah.gojek parah bgt.,2024-03-22 13:46:11,0,NEGATIF,gojek banget pesan goride dapetnya driver nya guna jasa berat tunggu batal order driver notifikasi nya jalan driver tau dapetnya pakai si indri ongkos murah gojek parah bgt
Salwa Ramadhan,4,so far masih banyak kekurangan kadang² klo pke gojek suka gak dapet² apalagi klo pagi naik goride suka gak dapet² sampe telat sekolah 🥹. Driver nya ada yg udh otw trus tbtb suruh cancel tolong gojek ada sanksi buat driver yg suka nge cancel² gtu dong biar mereka mau ambil itu penumpang. Biar driver² gak pada cancel² muluuu🥺🙏🏻,2024-03-19 21:35:31,0,NEGATIF,so far kurang kadang pakai gojek suka dapet pagi goride suka dapet lambat sekolah driver nya on the way jalan tbtb suruh batal gojek sanksi driver suka nge cancel gtu biar ambil tumpang biar driver cancel mulu
Siti Asiah,5,Ok buat goride nya,2024-03-17 08:39:57,1,POSITIF,goride nya
ria ria,4,"tiap transaksi di gojek,toped, blibli, alfagift kenapa selalu gopaylaternya ditulis diblokir? limit aman. tagihan blm japo. masa cuma bisa dipakai buat goride gocar doang?? gimana nih",2024-03-15 15:30:24,0,NEGATIF,transaksi gojek toped blibli alfagift gopaylaternya tulis blokir limit aman tagih japo pakai goride gocar doang
Nahar Fadlan,4,"Napa susah kali dpt drivernya wilayah kota lhokseumawe,pesan goride susah pesan gocar susah juga,masa kalah sama ojol sebelah yg warna kuning,padahal lhokseumawe udah kota metropolitan...",2024-03-14 21:17:25,0,NEGATIF,susah kali drivernya wilayah kota lhokseumawe pesan goride susah pesan gocar susah kalah ojol belah warna kuning lhokseumawe kota metropolitan
annennta nenta,3,Tolong ya..Pleeeeease...buat CUSTOMER yg Pesen Gibride....Tolong itu Jempol Jangan Dikit2 cansel....Dikit2 Cansel.....Kalian Beratus Ratus kali Cansel nggak ngaruh ..nggak ngefek ..kitw2 yg driver yg kena ampas nanti Ama aplikator.....Emang Kalian Bayar Tarif nya Super Mahal ...tapi Kita dibpitong Gede super Gede Potongannya.....tolong Kasihani Kami ya Driver Ojol....,2024-03-14 17:06:06,0,NEGATIF,please customer pesan gibride jempol dikit cansel dikit cansel atus ratus kali cansel pengaruh ngefek kitw driver kena ampas aplikator emang bayar tarif nya super mahal dibpitong gede super gede potong kasihan iya driver ojol
Agnes Tobing,5,"Goride Top markotop. Tapi utk gocar daerah karawang timur minim sekali. Kalo pesan, bisa 30 menit bari sampai 🤦🏼‍♀️",2024-03-13 18:07:56,1,POSITIF,goride top markotop gocar daerah karawang timur minim pesan menit bari
Sule Men,3,Tolong di perbaiki..saya order go ride dapat drivernya jauh jauh terus..padahal yang deket deket banyak. Bagaimana ini sistem gojek? Kasihan driver nya kalau jemput nya jauh jauh jadi double bensin.,2024-03-11 10:06:52,0,NEGATIF,baik order go ride drivernya sistem gojek kasihan driver nya jemput nya double bensin
Yudi,1,"Apk buruk, pesen gomart driver sibuk semua, pesek goride driver lama banget dtg nya, pesen gocar gak ada yg mau ambil, padahal driver banyak ,emang makin ancur nih apk ,gak seperti yg sebelah",2024-03-10 22:04:31,0,NEGATIF,apk buruk pesan gomart driver sibuk pesek goride driver banget nya pesan gocar ambil driver emang hancur apk gak belah
Tarmiji Tahir,4,"Awal memakai aplikasi gojek puas, makin kesini keseringan kecewa, order makanan susah dpt driver nya harus menunggu hampir satu jam begitu pun untuk goride .. mohon diperhatikan dan ditindaklanjuti kedepannya..",2024-03-10 21:25:38,0,NEGATIF,pakai aplikasi gojek puas kesini sering kecewa order makan susah driver nya tunggu jam goride mohon perhati ditindaklanjuti depan
Muhammad Amirul Arsyad - 33,3,"saya mendapatkan bug dobel pemesanan goride, saat melakukan pencarian driver, sistem mendapatkan 2 driver untuk saya, alhasil saya membayar 2 driver tsb. untuk review lainnya sudah memuaskan bagi saya",2024-03-10 16:42:42,1,POSITIF,bug dobel mesan goride cari driver sistem driver alhasil bayar driver tsb review muas
Nanda Astasurya,1,"Aplikasi rusak , pesan gocar kenapa mapsnya malah ngasih arahan jalan yang tidak bisa dilalui mobil , tau perbedaan gocar sama goride gak sih !",2024-03-10 07:43:02,0,NEGATIF,aplikasi rusak pesan gocar mapsnya arah jalan mobil beda gocar goride sih
edo septianto,1,"Gila apa apaan nunggu goride ga dapet dapet ketinggalan kereta ini woi ,mau ganti rugi ga kalo.kaya gini casenya njing?",2024-03-09 20:29:44,0,NEGATIF,gila tunggu goride tinggal kereta woi ganti rugi kalo kaya casenya njing
Sigit Priyanto,1,"Sepertinya apa yg saya rasakan sebagai user lama seperti yg dirasakan user lama lainnya. 1. Minim Promo, 2. Tarif GoFood Mahal, Go Ride Mahal, bahkan Go Car bisa 2x lipat dari Grab Car. Hari ini surabaya ujan, cek dari BG Junction Mall ke Menanggal Go Car 105rb diskon jadi 98.000, GrabCar pakai user istri 65.500 diskon jadi 56.500",2024-03-09 16:27:31,0,NEGATIF,rasa user rasa user minim promo tarif gofood mahal go ride mahal go car lipat grab car surabaya ujan cek abang junction mall tanggal go car rb diskon grabcar pakai user istri diskon
taufiq afga,3,tolong dong udah akhir akhir ini setiap pesen goride pasti dapet driver yang jauh-jauh akibatnya dicancel terus menerus dan menunggu hingga setengah jam lebih. Ntah karena sistem pemilihan driver atau karena lagi sepi driver daerah tersebut (note: daerah kota bandung). Kasihan kalo driver ngambil jauh dan customer pun yang sedang buru buru dibikin kesel menunggu. kalo masih begini terus yang ada pada pindah. padahal saya udah langganan dari awal gojek muncul:(,2024-03-09 15:41:42,0,NEGATIF,pesan goride driver akibat dicancel terus tunggu jam ntah sistem pilih driver sepi driver daerah note daerah kota bandung kasihan driver ambil customer buru buru bikin kesel tunggu pindah langgan gojek muncul
Alya Nisrina,2,"lebih baik pada saat driver menuju restoran(gofood) ditampilkan mapsnya driver sudah sampai mana. jadi pembeli bisa tau dan tidak khawatir. pas mesen goride juga kenapa drivernya jauh bgt ya, tolong diperbaiki",2024-03-09 10:56:45,0,NEGATIF,driver restorangofood tampil mapsnya driver beli khawatir pas mesen goride drivernya banget baik
Razan Natural,1,makin lama makin jelek gojek. pesen goride itu selalu ambil drive yg jauh. alhasil banyak saya udh 5 kali dari td di tolak drive krn alesan jauh. alhasil saya pesen grab cuma 5 menit bisa jemput saya dan di grab lbh murah cuma 10 ribu sedangkan di gojek 18 ribu itu pun udh pake voucher. BUKAN KALI INI AJA NGALAMINNYA DAN SAYA PASTIKAN SAYA AKAN UNINSTALL GOJEK. SISTEM NYA KALAU KAYA GINI MULU SAYA JAMIN BAKAL PADA PINDAH KE APLIKASI LAIN,2024-03-08 20:25:27,0,NEGATIF,jelek gojek pesan goride ambil drive alhasil kali tolak drive alesan alhasil pesan grab menit jemput grab lbh murah ribu gojek ribu pakai voucher kali ngalaminnya pasti uninstall gojek sistem nya kaya melulu jamin pindah aplikasi
Aprilla Ayu,1,"Pelayanannya buruk sekali. Terutama kalo pas hujan, tidak ada driver car yg mau ambil, karena entah bagaimana servernya gojek melempar pesanan pas hujan itu jauh2, sehingga rata2 driver minta di cancel, padahal pas banget baru dapat. Begitu terus. Kadang yg goride juga sama. BENAR2 BURUK SEKALI PELAYANAN GOJEK SEKARANG.",2024-03-08 19:08:51,0,NEGATIF,layan buruk pas hujan driver car ambil servernya gojek lempar pesan pas hujan driver cancel pas banget kadang goride buruk layan gojek
Eef Syarifuddin,4,Untuk tarif goride lumayan murah,2024-03-08 15:48:56,1,POSITIF,tarif goride lumayan murah
Fanny Fauzy,2,Jelek supir supir goride gocar susah masuk..banyak di cancel oleh driver,2024-03-08 13:22:24,0,NEGATIF,jelek supir supir goride gocar susah masuk batal driver
Adzie 82,3,"Coba di kaji ulang setiap pesen order goride ATW gosen ko di kasihnya driver yg jauh padahal driver terdekat banyak,anak saya jadi sering telat sekola,,ATW sistem sengaja menyiksa driver,,saya kasi rate 3 dulu kalo Uda rubah baru di rate 5",2024-03-07 17:32:28,0,NEGATIF,coba kaji ulang pesan order goride atw gosen ko kasih driver driver dekat anak lambat kola atw sistem sengaja siksa driver kasi rate rubah rate
bayu anggoro,1,"gojek ride setan babii... kuota makin besar download tambah lama,tolong dperbaiki amplikasi bangsaattt anjiiiing babiii",2024-03-06 16:28:27,0,NEGATIF,gojek ride setan babi kuota download dperbaiki amplikasi bangsaat anjing babi
Ida Sayangtiu,1,"limit gopay latter tdk bisa di gunakan , utk goshop, gomart, alfagift, gopulsa. hanya bisa di gunakan utk goride , dan gocar . padahal pembayaran sllu lancar jaya , Tapi tdk memberikan pelayanan terbaik utk pelanggan nya. kecewa sih",2024-03-06 15:05:26,0,NEGATIF,limit gopay latter goshop gomart alfagift gopulsa goride gocar bayar sllu lancar jaya layan baik langgan nya kecewa sih
EDI PRASETIYO,1,"Gak pernah dapet promo goride, sekalinya dapet promo nya pas order ilang. Mau Upgrade ke goplus gak bisa"" gak pernah ada solusi dari CS gojeknya",2024-03-05 18:40:52,0,NEGATIF,promo goride sekali promo nya pas order ilang upgrade goplus solusi cs gojek
Suryadi Setiawan,3,"hi, CEO&Direktur2x.ketidak puasan. klaim rdk integrasi dng Order. dimana staf Call center Prioritaskan Wanti2x warning keras. menu bantuan. No.1kan.u/lanjut kerja .jangan. Selesaikan..no.1. wajib mutlak. ,manajemen. bobrok? TDK edukasi staf Call center CustomerService. goride .menu klaim di kontak Krn Driver di W.a Physing. Urus bukti driver Lupa! syarat. wajib..mutlak itu, hanya System'. petugas..yg. akan lanjuti. setelah. foto2x struk .donasi...yg. si anggap. manajemen. memfitnah?!Badan. yatim",2024-03-04 19:54:11,0,NEGATIF,hi ceodirekturx tidak puas klaim rdk integrasi dng order staf call center prioritas wantix warning keras menu bantu no ulanjut kerja selesai no wajib mutlak manajemen bobrok edukasi staf call center customerservice goride menu klaim kontak driver physing urus bukti driver lupa syarat wajib mutlak system tugas yg lanjut fotox struk donasi yg si anggap manajemen fitnah badan yatim
Amien Nugroho,5,"kenapa go clubnya dihapus dan ditiadakan gk dimunculin lagi?bentar2 update bknnya lebih baik tp mlah tambah kacau dan knpa ada voucher kredit debit online dan gk saya gunakan tolonglah itu diganti jadikan voucher goride,gopay,atau gocar lah. Semoga bermanfaat saran saya",2024-03-04 07:42:11,0,NEGATIF,go clubnya hapus tiada dimunculin bentar update kacau voucher kredit debit online tolong ganti jadi voucher goride gopay gocar moga manfaat saran
